what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421790985091
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1421790988232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421790988453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421790990690
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421790993660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791002155
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421791002170
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421791002980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791037078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791161756
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421791161890
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421791164850
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421791165039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791177856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791178878
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421791178904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791179401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791179875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791180641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791516084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421791552504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421792896754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421792904059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421792922632
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421792922752
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421792922842
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421792935609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421792938089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421792949158
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1421792949345
