what,kind,bundleId,bundleVersion,description,time
error,log,,,"Current file is not a match for the given config.",1421782288345
error,log,,,"Current file is not a match for the given config.",1421782288347
error,log,,,"Current file is not a match for the given config.",1421782288348
error,log,,,"Current file is not a match for the given config.",1421782288349
error,log,,,"Current file is not a match for the given config.",1421782288350
error,log,,,"Current file is not a match for the given config.",1421782288351
error,log,,,"Current file is not a match for the given config.",1421782288352
error,log,,,"Current file is not a match for the given config.",1421782288353
error,log,,,"Current file is not a match for the given config.",1421782288354
error,log,,,"Current file is not a match for the given config.",1421782288355
error,log,,,"Current file is not a match for the given config.",1421782288356
error,log,,,"Current file is not a match for the given config.",1421782288358
error,log,,,"Current file is not a match for the given config.",1421782288359
error,log,,,"Current file is not a match for the given config.",1421782288360
error,log,,,"Current file is not a match for the given config.",1421782288361
error,log,,,"Current file is not a match for the given config.",1421782288362
error,log,,,"Current file is not a match for the given config.",1421782288363
error,log,,,"Current file is not a match for the given config.",1421782288364
error,log,,,"Current file is not a match for the given config.",1421782288365
error,log,,,"Current file is not a match for the given config.",1421782288366
error,log,,,"Current file is not a match for the given config.",1421782288367
error,log,,,"Current file is not a match for the given config.",1421782288368
error,log,,,"Current file is not a match for the given config.",1421782288369
error,log,,,"Current file is not a match for the given config.",1421782288370
error,log,,,"Current file is not a match for the given config.",1421782288371
error,log,,,"Current file is not a match for the given config.",1421782288372
error,log,,,"Current file is not a match for the given config.",1421782288373
error,log,,,"Current file is not a match for the given config.",1421782288374
error,log,,,"Current file is not a match for the given config.",1421782288375
error,log,,,"Current file is not a match for the given config.",1421782288376
error,log,,,"Current file is not a match for the given config.",1421782288377
error,log,,,"Current file is not a match for the given config.",1421782288378
error,log,,,"Current file is not a match for the given config.",1421782288379
error,log,,,"Current file is not a match for the given config.",1421782288380
error,log,,,"Current file is not a match for the given config.",1421782288381
error,log,,,"Current file is not a match for the given config.",1421782288382
error,log,,,"Current file is not a match for the given config.",1421782288383
error,log,,,"Current file is not a match for the given config.",1421782288384
error,log,,,"Current file is not a match for the given config.",1421782288385
error,log,,,"Current file is not a match for the given config.",1421782288386
error,log,,,"Current file is not a match for the given config.",1421782288387
error,log,,,"Current file is not a match for the given config.",1421782288388
error,log,,,"Current file is not a match for the given config.",1421782288389
error,log,,,"Current file is not a match for the given config.",1421782288391
error,log,,,"Current file is not a match for the given config.",1421782288392
error,log,,,"Current file is not a match for the given config.",1421782288393
error,log,,,"Current file is not a match for the given config.",1421782288394
error,log,,,"Current file is not a match for the given config.",1421782288395
error,log,,,"Current file is not a match for the given config.",1421782288396
error,log,,,"Current file is not a match for the given config.",1421782288397
error,log,,,"Current file is not a match for the given config.",1421782288398
error,log,,,"Current file is not a match for the given config.",1421782288399
error,log,,,"Current file is not a match for the given config.",1421782288401
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782288729
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782288803
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782293821
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421782297762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782299385
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782300341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1421782300519
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782300534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782310846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1421782335274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782335284
error,log,,,"Current file is not a match for the given config.",1421782335436
error,log,,,"Current file is not a match for the given config.",1421782335437
error,log,,,"Current file is not a match for the given config.",1421782335438
error,log,,,"Current file is not a match for the given config.",1421782335439
error,log,,,"Current file is not a match for the given config.",1421782335440
error,log,,,"Current file is not a match for the given config.",1421782335441
error,log,,,"Current file is not a match for the given config.",1421782335442
error,log,,,"Current file is not a match for the given config.",1421782335444
error,log,,,"Current file is not a match for the given config.",1421782335445
error,log,,,"Current file is not a match for the given config.",1421782335446
error,log,,,"Current file is not a match for the given config.",1421782335447
error,log,,,"Current file is not a match for the given config.",1421782335448
error,log,,,"Current file is not a match for the given config.",1421782335449
error,log,,,"Current file is not a match for the given config.",1421782335450
error,log,,,"Current file is not a match for the given config.",1421782335451
error,log,,,"Current file is not a match for the given config.",1421782335452
error,log,,,"Current file is not a match for the given config.",1421782335454
error,log,,,"Current file is not a match for the given config.",1421782335455
error,log,,,"Current file is not a match for the given config.",1421782335456
error,log,,,"Current file is not a match for the given config.",1421782335457
error,log,,,"Current file is not a match for the given config.",1421782335458
error,log,,,"Current file is not a match for the given config.",1421782335459
error,log,,,"Current file is not a match for the given config.",1421782335460
error,log,,,"Current file is not a match for the given config.",1421782335461
error,log,,,"Current file is not a match for the given config.",1421782335462
error,log,,,"Current file is not a match for the given config.",1421782335463
error,log,,,"Current file is not a match for the given config.",1421782335464
error,log,,,"Current file is not a match for the given config.",1421782335465
error,log,,,"Current file is not a match for the given config.",1421782335466
error,log,,,"Current file is not a match for the given config.",1421782335467
error,log,,,"Current file is not a match for the given config.",1421782335468
error,log,,,"Current file is not a match for the given config.",1421782335469
error,log,,,"Current file is not a match for the given config.",1421782335470
error,log,,,"Current file is not a match for the given config.",1421782335471
error,log,,,"Current file is not a match for the given config.",1421782335472
error,log,,,"Current file is not a match for the given config.",1421782335473
error,log,,,"Current file is not a match for the given config.",1421782335474
error,log,,,"Current file is not a match for the given config.",1421782335475
error,log,,,"Current file is not a match for the given config.",1421782335476
error,log,,,"Current file is not a match for the given config.",1421782335477
error,log,,,"Current file is not a match for the given config.",1421782335478
error,log,,,"Current file is not a match for the given config.",1421782335479
error,log,,,"Current file is not a match for the given config.",1421782335480
error,log,,,"Current file is not a match for the given config.",1421782335481
error,log,,,"Current file is not a match for the given config.",1421782335482
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782335700
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782335781
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421782343423
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782346626
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782349106
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782349107
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782350860
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782352226
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782353947
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782353947
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421782356102
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782358391
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782359983
closed,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782359983
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421782362646
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782363778
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421782373297
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421782410840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782410989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782412426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782412604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782413582
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421782425882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782436973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782438291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782438466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421782439050
