what,kind,bundleId,bundleVersion,description,time
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783596184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783596199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783602127
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783603280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783603295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783609897
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783610950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783610965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783619516
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421783620661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783620677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1421783622359
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421783631571
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783637668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783645891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1421783660467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421783660476
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1421783660490
error,log,,,"Current file is not a match for the given config.",1421783660646
error,log,,,"Current file is not a match for the given config.",1421783660647
error,log,,,"Current file is not a match for the given config.",1421783660648
error,log,,,"Current file is not a match for the given config.",1421783660649
error,log,,,"Current file is not a match for the given config.",1421783660650
error,log,,,"Current file is not a match for the given config.",1421783660652
error,log,,,"Current file is not a match for the given config.",1421783660653
error,log,,,"Current file is not a match for the given config.",1421783660654
error,log,,,"Current file is not a match for the given config.",1421783660655
error,log,,,"Current file is not a match for the given config.",1421783660656
error,log,,,"Current file is not a match for the given config.",1421783660657
error,log,,,"Current file is not a match for the given config.",1421783660658
error,log,,,"Current file is not a match for the given config.",1421783660659
error,log,,,"Current file is not a match for the given config.",1421783660661
error,log,,,"Current file is not a match for the given config.",1421783660662
error,log,,,"Current file is not a match for the given config.",1421783660663
error,log,,,"Current file is not a match for the given config.",1421783660664
error,log,,,"Current file is not a match for the given config.",1421783660665
error,log,,,"Current file is not a match for the given config.",1421783660666
error,log,,,"Current file is not a match for the given config.",1421783660667
error,log,,,"Current file is not a match for the given config.",1421783660668
error,log,,,"Current file is not a match for the given config.",1421783660669
error,log,,,"Current file is not a match for the given config.",1421783660670
error,log,,,"Current file is not a match for the given config.",1421783660671
error,log,,,"Current file is not a match for the given config.",1421783660672
error,log,,,"Current file is not a match for the given config.",1421783660673
error,log,,,"Current file is not a match for the given config.",1421783660674
error,log,,,"Current file is not a match for the given config.",1421783660675
error,log,,,"Current file is not a match for the given config.",1421783660676
error,log,,,"Current file is not a match for the given config.",1421783660677
error,log,,,"Current file is not a match for the given config.",1421783660678
error,log,,,"Current file is not a match for the given config.",1421783660679
error,log,,,"Current file is not a match for the given config.",1421783660680
error,log,,,"Current file is not a match for the given config.",1421783660681
error,log,,,"Current file is not a match for the given config.",1421783660682
error,log,,,"Current file is not a match for the given config.",1421783660683
error,log,,,"Current file is not a match for the given config.",1421783660684
error,log,,,"Current file is not a match for the given config.",1421783660685
error,log,,,"Current file is not a match for the given config.",1421783660686
error,log,,,"Current file is not a match for the given config.",1421783660687
error,log,,,"Current file is not a match for the given config.",1421783660688
error,log,,,"Current file is not a match for the given config.",1421783660689
error,log,,,"Current file is not a match for the given config.",1421783660690
error,log,,,"Current file is not a match for the given config.",1421783660691
error,log,,,"Current file is not a match for the given config.",1421783660693
error,log,,,"Current file is not a match for the given config.",1421783660694
error,log,,,"Current file is not a match for the given config.",1421783660695
opened,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783660929
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421783661011
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421784106638
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421784124588
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784124739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784125847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784126026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784137860
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421784147599
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421784166069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784166221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784170360
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784170536
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784171558
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421784180959
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421784194862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784194906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784196129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784196307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784197331
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1421784207808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784216468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784217426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784217610
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784218754
activated,editor,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.editors.CommonXmlEditor",1421784225359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784234912
executed,command,com.android.ide.eclipse.adt,22.0.5.v201307292155--757759,"com.android.ide.eclipse.adt.refactoring.extract.string",1421784236007
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784236023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1421784243085
